73280.000000,73230.000000,830.421580,0.986627,1.358288,0.146712,-1.180123,0.000058,-2200.000000,0.526316,-0.014986,0.019074,0.985014,1400.000000,0.000000,0.002729,0.386131,0.981004,0.985014,1.005731,0.986627,1.318212,0.019074,324.961536,-0.000341,1171.270678,-0.026918,1.000000
80980.000000,76115.000000,1062.826420,1.012596,0.836072,0.914572,0.959705,0.000040,-2000.000000,0.526316,-0.014423,0.015625,0.985577,1300.000000,0.000000,0.003729,-0.096431,0.984394,0.985577,1.028649,1.012596,-0.341554,0.015625,386.781592,0.006483,810.478254,-0.004854,1.000000
71900.000000,71800.000000,1141.928194,0.972184,1.324652,-0.108674,-1.751424,0.000060,-1300.000000,0.473684,-0.016878,0.022504,0.983122,1600.000000,0.000000,0.002026,0.431233,0.977591,0.983122,0.993046,0.970793,0.614306,0.022504,392.937654,-0.010779,641.774883,-0.023743,0.000000
77600.000000,76780.000000,1563.329780,1.006443,0.739377,0.696040,0.319830,0.000059,-2500.000000,0.421053,-0.013889,0.018939,0.986111,1500.000000,0.000000,0.003722,-0.274470,0.981132,0.986111,1.024485,1.005155,-0.049974,0.018939,334.664011,0.009343,1346.059063,-0.018844,1.000000
64640.000000,64780.000000,749.933330,0.999381,1.100285,0.456969,-0.053338,0.000052,0.000000,0.631579,0.007800,0.026521,1.007800,1700.000000,0.000000,0.002391,0.035600,0.973846,1.007800,1.005569,0.979270,0.402423,0.026521,549.181209,-0.004254,867.107260,0.007800,1.000000
61040.000000,62270.000000,553.534100,0.996068,1.067772,0.132885,-0.433578,0.000044,100.000000,0.526316,-0.001642,0.021346,0.998358,1300.000000,0.000000,0.002126,0.031963,0.978964,0.998358,1.012451,0.991153,0.003724,0.021346,263.818119,-0.004915,452.769257,0.003300,0.000000
67560.000000,68020.000000,624.819974,0.996152,0.839426,0.337475,-0.416120,0.000041,-600.000000,0.368421,0.007485,0.016467,1.007485,1100.000000,0.000000,0.002543,-0.332111,0.983776,1.007485,1.003552,0.987271,-0.207356,0.016467,213.541565,-0.004440,696.419414,0.000000,0.000000
64820.000000,65095.000000,685.273668,0.988892,0.833185,0.123052,-1.050675,0.000050,300.000000,0.421053,0.006279,0.015699,1.006279,1000.000000,0.000000,0.002106,-0.308396,0.984520,1.006279,0.996606,0.981179,-0.075643,0.015699,162.480768,-0.006942,229.128785,-0.001558,1.000000
68320.000000,74505.000000,1325.745074,0.968970,1.216418,-0.013344,-1.599101,0.000050,100.000000,0.315789,-0.011940,0.019403,0.988060,1300.000000,0.000000,0.002689,0.909748,0.980684,0.988060,0.985070,0.966042,0.120030,0.019403,331.058907,-0.013905,512.347538,-0.019259,0.000000
81400.000000,78980.000000,340.587727,1.004914,0.815542,0.803227,1.174440,0.000020,400.000000,0.631579,0.003681,0.009816,1.003681,800.000000,0.000000,0.003042,-0.376829,0.990256,1.003681,1.008600,0.998771,-0.407118,0.009816,320.000000,0.003071,217.944947,0.003681,1.000000
